ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
31,230000.0,2,1,2,27,-1,-1,-1,-1,-1,-1,16646,17265.0,13266.0,15339,14307.0,36923.0,17270.0,13281.0,15339.0,14307.0,37292.0,0.0,0
32,50000.0,1,2,2,33,2,0,0,0,0,0,30518,29618.0,22102.0,22734,23217.0,23680.0,1718.0,1500.0,1000.0,1000.0,1000.0,716.0,1
33,100000.0,1,1,2,32,0,0,0,0,0,0,93036,84071.0,82880.0,80958,78703.0,75589.0,3023.0,3511.0,3302.0,3204.0,3200.0,2504.0,0
34,500000.0,2,2,1,54,-2,-2,-2,-2,-2,-2,10929,4152.0,22722.0,7521,71439.0,8981.0,4152.0,22827.0,7521.0,71439.0,981.0,51582.0,0
35,500000.0,1,1,1,58,-2,-2,-2,-2,-2,-2,13709,5006.0,31130.0,3180,0.0,5293.0,5006.0,31178.0,3180.0,0.0,5293.0,768.0,0
36,160000.0,1,1,2,30,-1,-1,-2,-2,-2,-1,30265,-131.0,-527.0,-923,-1488.0,-1884.0,131.0,396.0,396.0,565.0,792.0,0.0,0
37,280000.0,1,2,1,40,0,0,0,0,0,0,186503,181328.0,180422.0,170410,173901.0,177413.0,8026.0,8060.0,6300.0,6400.0,6400.0,6737.0,0
38,60000.0,2,2,2,22,0,0,0,0,0,-1,15054,9806.0,11068.0,6026,-28335.0,18660.0,1500.0,1518.0,2043.0,0.0,47671.0,617.0,0
39,50000.0,1,1,2,25,1,-1,-1,-2,-2,-2,0,780.0,0.0,0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,1
40,280000.0,1,1,2,31,-1,-1,2,-1,0,-1,498,9075.0,4641.0,9976,17976.0,9477.0,9075.0,0.0,9976.0,8000.0,9525.0,781.0,0
41,360000.0,1,1,2,33,0,0,0,0,0,0,218668,221296.0,206895.0,628699,195969.0,179224.0,10000.0,7000.0,6000.0,188840.0,28000.0,4000.0,0
42,70000.0,2,1,2,25,0,0,0,0,0,0,67521,66999.0,63949.0,63699,64718.0,65970.0,3000.0,4500.0,4042.0,2500.0,2800.0,2500.0,0
43,10000.0,1,2,2,22,0,0,0,0,0,0,1877,3184.0,6003.0,3576,3670.0,4451.0,1500.0,2927.0,1000.0,300.0,1000.0,500.0,0
44,140000.0,2,2,1,37,0,0,0,0,0,0,59504,61544.0,62925.0,64280,67079.0,69802.0,3000.0,3000.0,3000.0,4000.0,4000.0,3000.0,0
45,40000.0,2,1,2,30,0,0,0,2,0,0,18927,21295.0,25921.0,25209,26636.0,29197.0,3000.0,5000.0,0.0,2000.0,3000.0,0.0,0
46,210000.0,1,1,2,29,-2,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
47,20000.0,2,1,2,22,0,0,2,-1,0,0,14028,16484.0,15800.0,16341,16675.0,0.0,3000.0,0.0,16741.0,334.0,0.0,0.0,1
48,150000.0,2,5,2,46,0,0,-1,0,0,-2,4463,3034.0,1170.0,1170,0.0,0.0,1013.0,1170.0,0.0,0.0,0.0,0.0,1
49,380000.0,1,2,2,32,-1,-1,-1,-1,-1,-1,22401,21540.0,15134.0,32018,11849.0,11873.0,21540.0,15138.0,24677.0,11851.0,11875.0,8251.0,0
50,20000.0,1,1,2,24,0,0,0,0,0,0,17447,18479.0,19476.0,19865,20480.0,20063.0,1318.0,1315.0,704.0,928.0,912.0,1069.0,0
51,70000.0,1,3,2,42,1,2,2,2,2,0,37042,36171.0,38355.0,39423,38659.0,39362.0,0.0,3100.0,2000.0,0.0,1500.0,1500.0,1
52,100000.0,2,3,3,43,0,0,0,0,0,0,61559,51163.0,43824.0,39619,35762.0,33258.0,2000.0,1606.0,1500.0,2000.0,1500.0,1000.0,0
53,310000.0,2,2,1,49,-2,-2,-2,-2,-2,-2,13465,7867.0,7600.0,11185,3544.0,464.0,7875.0,7600.0,11185.0,3544.0,464.0,0.0,0
54,180000.0,2,1,2,25,1,2,0,0,0,0,41402,41742.0,42758.0,43510,44420.0,45319.0,1300.0,2010.0,1762.0,1762.0,1790.0,1622.0,0
55,150000.0,2,1,2,29,2,0,0,0,0,0,46224,34993.0,31434.0,26518,21042.0,16540.0,1600.0,1718.0,1049.0,1500.0,2000.0,5000.0,0
56,500000.0,2,1,1,45,-2,-2,-2,-2,-2,-2,1905,3640.0,162.0,0,151.0,2530.0,3640.0,162.0,0.0,151.0,2530.0,0.0,0
57,180000.0,2,3,1,34,0,0,0,-1,-1,-1,16386,15793.0,8441.0,7142,-679.0,8321.0,8500.0,1500.0,7500.0,679.0,9000.0,2000.0,0
58,180000.0,2,2,1,34,0,0,0,0,0,0,175886,173440.0,172308.0,168608,132202.0,129918.0,8083.0,7296.0,5253.0,4814.0,4816.0,3800.0,0
59,200000.0,2,1,2,34,-1,3,2,2,2,2,1587,1098.0,782.0,1166,700.0,1414.0,0.0,0.0,700.0,0.0,1200.0,0.0,0
60,400000.0,2,2,1,29,0,0,0,0,0,0,400134,398857.0,404205.0,360199,356656.0,364089.0,17000.0,15029.0,30000.0,12000.0,12000.0,23000.0,0
61,500000.0,2,3,1,28,0,0,0,0,0,0,22848,23638.0,18878.0,14937,13827.0,15571.0,1516.0,1300.0,1000.0,1000.0,2000.0,2000.0,1
62,70000.0,1,2,1,39,0,0,0,0,0,-1,70800,72060.0,69938.0,16518,14096.0,830.0,4025.0,2095.0,1000.0,2000.0,3000.0,0.0,0
63,50000.0,1,1,2,29,2,2,2,2,2,2,24987,24300.0,26591.0,25865,27667.0,28264.0,0.0,2700.0,0.0,2225.0,1200.0,0.0,1
64,50000.0,2,2,1,46,0,0,0,-2,-2,-2,28718,29166.0,0.0,0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,1
65,130000.0,2,2,1,51,-1,-1,-2,-2,-1,-1,99,0.0,0.0,0,2353.0,0.0,0.0,0.0,0.0,2353.0,0.0,0.0,0
66,200000.0,1,1,1,57,-2,-2,-2,-1,2,2,152519,148751.0,144076.0,8174,8198.0,7918.0,0.0,0.0,8222.0,300.0,0.0,1000.0,1
67,10000.0,1,2,1,56,2,2,2,0,0,0,2097,4193.0,3978.0,4062,4196.0,4326.0,2300.0,0.0,150.0,200.0,200.0,160.0,1
68,210000.0,2,1,2,30,2,-1,-1,-1,-1,-1,300,300.0,1159.0,2280,300.0,4250.0,300.0,1159.0,2280.0,300.0,4250.0,909.0,0
69,130000.0,2,3,2,29,1,-2,-2,-1,2,-1,-190,-9850.0,-9850.0,10311,10161.0,7319.0,0.0,0.0,20161.0,0.0,7319.0,13899.0,0
70,20000.0,1,5,2,22,2,0,0,0,0,0,18565,17204.0,17285.0,18085,11205.0,5982.0,0.0,1200.0,1000.0,500.0,1000.0,0.0,0
71,80000.0,1,1,2,31,-1,-1,-1,-1,-1,-1,780,0.0,390.0,390,390.0,390.0,0.0,390.0,390.0,390.0,390.0,390.0,0
72,320000.0,1,2,2,29,2,2,2,2,2,2,58267,59246.0,60184.0,58622,62307.0,63526.0,2500.0,2500.0,0.0,4800.0,2400.0,1600.0,1
73,200000.0,2,2,1,32,-1,-1,-1,-1,2,-1,9076,5787.0,-684.0,5247,3848.0,3151.0,5818.0,15.0,9102.0,17.0,3165.0,1395.0,0
74,290000.0,2,1,2,37,1,-2,-1,-1,-1,-1,0,0.0,3155.0,0,2359.0,0.0,0.0,3155.0,0.0,2359.0,0.0,0.0,0
75,340000.0,1,1,2,32,-1,-1,-1,-1,-1,-1,3048,5550.0,23337.0,4291,80153.0,25820.0,5713.0,23453.0,4314.0,80552.0,25949.0,2016.0,0
76,20000.0,1,2,2,24,0,0,2,0,0,0,14619,17216.0,16642.0,16976,17332.0,18543.0,2850.0,0.0,610.0,630.0,1500.0,0.0,0
77,50000.0,1,3,2,25,-1,0,0,0,0,0,42838,37225.0,36087.0,9636,9590.0,10030.0,1759.0,1779.0,320.0,500.0,1000.0,1000.0,0
78,300000.0,2,1,1,45,-1,-1,-1,-1,-1,-1,291,291.0,291.0,291,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,0
79,30000.0,2,2,2,22,0,0,0,0,0,0,28387,29612.0,30326.0,28004,26446.0,6411.0,1686.0,1400.0,560.0,3000.0,1765.0,0.0,1
80,240000.0,2,2,2,44,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
81,470000.0,2,3,3,33,0,0,0,0,0,0,165254,157784.0,162702.0,69923,29271.0,29889.0,6400.0,7566.0,3000.0,960.0,1000.0,3000.0,0
82,360000.0,2,1,2,26,0,0,0,0,0,-1,23411,27796.0,30400.0,33100,180000.0,196.0,4796.0,3400.0,3100.0,146900.0,196.0,2963.0,0
83,60000.0,1,3,2,30,0,0,0,0,0,0,26324,27471.0,28108.0,21993,19899.0,19771.0,1576.0,1213.0,648.0,768.0,1140.0,0.0,1
84,400000.0,2,2,1,44,0,0,2,0,0,0,131595,139060.0,126819.0,104430,104990.0,94058.0,10700.0,3.0,3050.0,3000.0,3200.0,2800.0,0
85,50000.0,2,3,2,49,0,0,0,0,0,0,48909,47863.0,21489.0,20414,19342.0,19482.0,1676.0,1302.0,700.0,699.0,849.0,826.0,0
86,160000.0,1,2,2,33,0,0,0,0,0,0,130028,107808.0,71934.0,118418,118407.0,120418.0,4400.0,3547.0,80000.0,4500.0,4800.0,4500.0,0
87,360000.0,2,1,1,45,-1,-1,2,0,-1,-1,390,1170.0,780.0,390,390.0,390.0,1170.0,0.0,0.0,390.0,390.0,390.0,1
88,160000.0,2,2,2,32,0,0,0,0,0,-1,3826,4751.0,6604.0,8604,7072.0,766.0,1147.0,2000.0,2000.0,0.0,766.0,2303.0,0
89,130000.0,2,1,1,35,0,0,0,-1,-1,-1,81313,117866.0,17740.0,1330,7095.0,1190.0,40000.0,5000.0,1330.0,7095.0,1190.0,2090.0,0
90,20000.0,1,3,2,44,2,2,0,0,0,2,8583,8303.0,9651.0,10488,12314.0,11970.0,0.0,1651.0,1000.0,2000.0,0.0,1500.0,0
91,200000.0,1,1,1,53,2,2,2,2,2,2,138180,140774.0,142460.0,144098,147124.0,149531.0,6300.0,5500.0,5500.0,5500.0,5000.0,5000.0,1
92,280000.0,2,1,2,39,-1,-1,-1,0,0,-2,7524,0.0,3968.0,3868,0.0,0.0,0.0,3968.0,0.0,0.0,0.0,0.0,0
93,100000.0,2,1,2,27,-2,-2,-2,-2,-2,-2,-2000,5555.0,0.0,0,0.0,0.0,7555.0,0.0,0.0,0.0,0.0,0.0,0
94,160000.0,2,2,1,37,-1,-1,-1,-1,-1,-2,880,1602.0,840.0,840,0.0,0.0,1602.0,840.0,840.0,0.0,0.0,7736.0,0
95,60000.0,2,2,2,23,0,0,0,0,0,0,45648,46850.0,47214.0,19595,19209.0,19323.0,1937.0,1301.0,682.0,690.0,816.0,835.0,0
96,90000.0,1,2,2,35,0,0,0,0,0,0,83725,85996.0,87653.0,35565,30942.0,30835.0,3621.0,3597.0,1179.0,1112.0,1104.0,1143.0,0
97,360000.0,1,1,1,43,-1,-1,-1,-1,-1,0,3967,8322.0,3394.0,6451,26370.0,9956.0,8339.0,3394.0,12902.0,27000.0,0.0,68978.0,0
98,150000.0,1,1,2,27,0,0,0,0,0,0,86009,86108.0,89006.0,89775,87725.0,40788.0,4031.0,10006.0,3266.0,4040.0,1698.0,800.0,0
99,50000.0,2,3,1,22,0,0,0,0,0,0,18722,18160.0,16997.0,13150,8866.0,7899.0,1411.0,1194.0,379.0,281.0,321.0,197.0,0
100,20000.0,1,2,1,38,0,0,0,0,0,-1,17973,19367.0,19559.0,18240,17928.0,150.0,1699.0,1460.0,626.0,1750.0,150.0,0.0,1
101,140000.0,1,1,2,32,-2,-2,-2,-2,-2,-2,672,10212.0,850.0,415,100.0,1430.0,10212.0,850.0,415.0,100.0,1430.0,0.0,0
102,380000.0,2,1,2,30,-2,-2,-1,0,0,0,-81,-303.0,32475.0,32891,33564.0,34056.0,223.0,33178.0,1171.0,1197.0,1250.0,5000.0,0
103,480000.0,1,1,1,63,0,0,0,2,2,0,422069,431342.0,479432.0,487066,471145.0,469961.0,16078.0,55693.0,17000.0,0.0,18000.0,24200.0,0
104,50000.0,2,3,2,22,0,0,0,0,0,0,44698,42254.0,38347.0,32496,23477.0,24094.0,1767.0,1362.0,1002.0,840.0,995.0,904.0,1
105,60000.0,2,2,2,26,2,2,2,2,2,0,56685,55208.0,59175.0,60218,55447.0,55305.0,0.0,5000.0,2511.0,6.0,3000.0,3000.0,0
106,70000.0,2,2,2,24,-1,-1,-2,-2,-2,-1,5580,0.0,0.0,0,0.0,26529.0,0.0,0.0,0.0,0.0,26529.0,2000.0,0
107,80000.0,2,2,1,36,-1,-1,-1,-1,-1,-1,6108,2861.0,3277.0,3319,1150.0,1150.0,2861.0,3279.0,3319.0,1150.0,1150.0,1035.0,0
108,350000.0,1,1,2,52,-1,-1,-1,-1,-1,-1,713,2272.0,722.0,867,1150.0,5263.0,2272.0,722.0,867.0,1150.0,5263.0,5011.0,0
109,130000.0,1,2,2,38,0,0,0,-1,-1,-1,171438,178382.0,39940.0,120483,44127.0,126568.0,10908.0,0.0,133657.0,4566.0,133841.0,4796.0,0
110,360000.0,1,2,1,35,1,-2,-2,-2,-2,-2,-103,-103.0,-103.0,-103,-103.0,-103.0,0.0,0.0,0.0,0.0,0.0,0.0,0
111,330000.0,2,1,1,31,0,0,2,0,0,0,105879,108431.0,105594.0,105896,106491.0,107289.0,9260.0,0.0,3593.0,4100.0,15794.0,0.0,0
112,50000.0,1,3,1,47,0,0,2,0,0,0,13244,14722.0,15181.0,15928,16671.0,17393.0,2000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0
113,280000.0,1,2,1,41,2,2,2,2,2,3,135673,138532.0,134813.0,144401,152174.0,149415.0,6500.0,0.0,14254.0,14850.0,0.0,5000.0,0
114,100000.0,2,1,2,24,0,0,0,0,0,0,52128,52692.0,54477.0,56076,60100.0,59713.0,2000.0,2677.0,3076.0,5080.0,3000.0,2033.0,0
115,50000.0,1,2,2,41,0,0,0,0,0,0,19015,19294.0,20259.0,20274,20311.0,19957.0,1340.0,1305.0,700.0,718.0,724.0,684.0,0
116,30000.0,1,1,2,24,-1,2,0,0,3,2,18199,17618.0,18631.0,21319,20692.0,21201.0,0.0,1312.0,3000.0,0.0,1000.0,1000.0,1
117,240000.0,1,1,2,28,-1,-1,-1,-1,-1,-1,326,326.0,326.0,5676,476.0,326.0,326.0,326.0,5676.0,476.0,326.0,526.0,0
118,80000.0,1,2,2,26,2,0,0,0,0,0,14029,15493.0,16630.0,17055,17629.0,18186.0,2000.0,1700.0,1000.0,1000.0,1000.0,1000.0,1
119,400000.0,1,2,1,34,-1,-1,-1,-1,-1,-1,19660,9666.0,11867.0,7839,14837.0,7959.0,9677.0,11867.0,7839.0,14837.0,7959.0,5712.0,0
120,240000.0,2,2,2,38,0,0,0,0,-1,-1,50254,51445.0,53015.0,52479,1307.0,1203.0,2000.0,3000.0,3000.0,1307.0,1203.0,563.0,0
121,50000.0,1,3,2,37,2,2,2,3,2,2,46004,45976.0,48953.0,48851,49318.0,51143.0,1000.0,4035.0,1000.0,1400.0,2800.0,0.0,1
122,450000.0,1,1,1,40,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
123,110000.0,2,1,1,48,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
124,310000.0,2,2,1,35,2,0,0,0,0,0,304991,311243.0,306314.0,258610,246491.0,198889.0,13019.0,11128.0,8407.0,8599.0,6833.0,5987.0,1
125,20000.0,1,1,2,27,0,0,0,0,0,0,19115,18962.0,19298.0,19378,19717.0,15630.0,1404.0,1130.0,600.0,861.0,313.0,0.0,0
126,20000.0,1,2,2,23,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
127,200000.0,1,3,2,52,0,0,0,0,0,0,110151,99530.0,98951.0,100914,103146.0,104993.0,3568.0,3585.0,3602.0,3848.0,3669.0,3784.0,0
128,180000.0,1,1,1,36,0,0,0,0,0,0,163736,116422.0,99278.0,95766,97753.0,95927.0,4655.0,2690.0,2067.0,2142.0,2217.0,1000.0,1
129,50000.0,1,2,1,51,0,0,0,0,0,0,3347,3899.0,4503.0,5347,6375.0,7077.0,1000.0,1066.0,1300.0,1500.0,1200.0,134.0,1
130,60000.0,1,3,1,55,3,2,2,0,0,0,60521,61450.0,57244.0,28853,29510.0,26547.0,2504.0,7.0,1200.0,1200.0,1100.0,1500.0,0
131,30000.0,2,1,2,23,1,-2,-2,-2,-1,-1,4000,5645.0,3508.0,-27,13744.0,5906.0,5645.0,3508.0,27.0,13771.0,5911.0,3024.0,0
132,240000.0,1,1,2,41,1,-1,-1,0,0,-1,95,2622.0,3301.0,3164,360.0,1737.0,2622.0,3301.0,0.0,360.0,1737.0,924.0,0
133,420000.0,1,2,1,34,0,0,0,0,0,0,253454,247743.0,229049.0,220951,210606.0,188108.0,9744.0,9553.0,7603.0,7830.0,7253.0,11326.0,0
134,330000.0,1,3,1,46,0,0,0,0,0,0,227389,228719.0,229644.0,227587,227775.0,228203.0,8210.0,8095.0,8025.0,8175.0,8391.0,8200.0,0
135,30000.0,2,2,2,22,0,0,0,0,0,0,28452,26145.0,26712.0,25350,17603.0,-780.0,2000.0,1400.0,0.0,500.0,0.0,1560.0,0
136,240000.0,1,2,1,34,0,0,0,2,2,2,10674,12035.0,13681.0,13269,14158.0,13891.0,1500.0,1800.0,0.0,1000.0,0.0,327.0,0
137,150000.0,1,1,2,27,0,0,0,0,0,0,17444,19342.0,22000.0,24614,27200.0,30229.0,2500.0,3000.0,3000.0,3000.0,3500.0,5000.0,0
138,210000.0,2,2,1,33,0,0,0,0,0,0,7166,7997.0,8792.0,9189,4404.0,5708.0,1500.0,1500.0,1000.0,500.0,2000.0,546.0,0
139,50000.0,2,3,1,51,-1,-1,-1,-1,-2,-2,752,300.0,5880.0,0,0.0,0.0,300.0,5880.0,0.0,0.0,0.0,0.0,1
140,50000.0,1,1,2,24,0,0,0,0,0,0,50801,50143.0,49586.0,19430,19375.0,18995.0,2360.0,1700.0,1000.0,900.0,870.0,2130.0,0
141,240000.0,1,1,2,47,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
142,180000.0,1,2,2,28,-1,-1,-1,-1,-1,-1,1832,0.0,832.0,332,416.0,416.0,0.0,416.0,332.0,500.0,3500.0,832.0,0
143,50000.0,1,2,2,23,1,2,2,2,0,0,10131,10833.0,20583.0,19996,19879.0,18065.0,1000.0,10000.0,400.0,700.0,800.0,600.0,0
144,170000.0,1,2,2,29,-2,-2,-2,-2,-2,-2,12159,10000.0,10000.0,10000,9983.0,15846.0,10000.0,10000.0,10000.0,9983.0,15863.0,10000.0,0
145,20000.0,1,1,2,29,-1,-1,-1,-1,0,-1,1199,15586.0,344.0,2340,6702.0,339.0,15586.0,344.0,2340.0,4702.0,339.0,330.0,0
146,50000.0,1,1,2,28,0,0,0,0,0,3,4999,5913.0,7315.0,9195,10624.0,10138.0,1000.0,1500.0,2000.0,1583.0,1100.0,0.0,0
147,170000.0,2,2,2,27,0,0,0,0,0,0,19269,20313.0,20852.0,17560,17918.0,9100.0,1661.0,1200.0,351.0,358.0,182.0,0.0,1
148,200000.0,1,1,2,34,1,2,0,0,0,0,197236,176192.0,93069.0,135668,132233.0,59875.0,8000.0,5000.0,55500.0,5000.0,5000.0,8500.0,0
149,80000.0,2,2,1,23,1,2,3,2,0,0,9168,10522.0,10205.0,9898,10123.0,12034.0,1650.0,0.0,0.0,379.0,2091.0,1.0,0
150,260000.0,2,1,1,60,1,-2,-1,-1,-1,-1,-1100,-1100.0,21400.0,0,969.0,869.0,0.0,22500.0,0.0,969.0,1000.0,0.0,0
151,140000.0,1,2,1,32,0,0,0,0,2,0,86627,78142.0,68336.0,64648,58319.0,55251.0,3455.0,3110.0,5000.0,0.0,2100.0,2602.0,0
152,80000.0,1,1,2,25,0,0,0,0,0,0,42444,55744.0,43476.0,41087,41951.0,31826.0,30000.0,3000.0,6000.0,8000.0,2000.0,14000.0,0
153,350000.0,1,1,2,41,1,-1,-1,-1,-1,-2,208,2906.0,1000.0,630,0.0,0.0,2906.0,1000.0,630.0,0.0,0.0,0.0,0
154,280000.0,2,2,1,56,0,0,0,0,0,0,208775,182350.0,132257.0,101783,177145.0,169311.0,8042.0,6700.0,5137.0,100000.0,7000.0,6321.0,0
155,30000.0,2,3,2,26,0,0,0,0,0,0,9014,10406.0,11427.0,11935,13084.0,14206.0,1700.0,1500.0,1000.0,1500.0,1500.0,1500.0,0
156,140000.0,1,1,1,34,0,0,0,0,0,0,23944,28049.0,32073.0,43129,47086.0,48699.0,5000.0,5000.0,11885.0,5000.0,3000.0,5504.0,0
157,200000.0,2,1,2,37,0,0,0,0,0,0,105420,102870.0,89643.0,90938,92505.0,94031.0,4000.0,3250.0,3250.0,3500.0,3560.0,5000.0,0
158,200000.0,2,3,2,30,0,0,0,0,0,0,196031,196143.0,189524.0,167163,146975.0,122324.0,7300.0,7108.0,7680.0,6200.0,5000.0,4500.0,0
159,210000.0,1,3,1,45,2,3,4,4,5,6,115785,122904.0,129847.0,137277,145533.0,154105.0,10478.0,10478.0,11078.0,11078.0,11678.0,10478.0,1
160,50000.0,1,3,1,57,3,2,0,0,0,0,12854,12362.0,13447.0,13427,13711.0,14083.0,0.0,1600.0,500.0,500.0,600.0,600.0,0
161,30000.0,1,1,2,41,2,2,2,2,2,0,24357,27453.0,26718.0,28168,27579.0,28321.0,3500.0,0.0,2200.0,0.0,1200.0,1250.0,0
162,50000.0,1,2,2,27,2,-1,-1,-1,-1,2,390,390.0,780.0,216,1080.0,540.0,390.0,780.0,216.0,864.0,0.0,390.0,0
